time,freemem@tsung_controller@3569fb844dae 
0,3623.26171875 
10,3632.7421875 
20,3632.76953125 
30,3632.79296875 
40,3632.91015625 
50,3632.078125 
60,3632.0390625 
70,3631.9375 
80,3632.015625 
90,3631.62109375 
100,3631.49609375 
110,3630.859375 
120,3630.0859375 
130,3627.4921875 
140,3628.234375 
150,3628.29296875 
160,3630.2109375 
170,3630.0390625 
180,3629.80078125 
190,3629.66796875 
200,3625.00390625 
210,3624.9765625 
220,3625.1953125 
230,3624.4296875 
240,3624.1953125 
250,3621.9765625 
260,3622.9453125 
270,3622.7578125 
280,3622.828125 
290,3622.59765625 
300,3622.50390625 
310,3623.35546875 
320,3622.03515625 
330,3622.5 
340,3622.71875 
350,3622.98046875 
360,3624.734375 
370,3624.32421875 
380,3622.97265625 
390,3623.08203125 
400,3623.15234375 
410,3625.2109375 
420,3623.11328125 
430,3623.04296875 
440,3623.1171875 
450,3625.046875 
460,3623.046875 
470,3623.02734375 
480,3626.0625 
490,3625.2421875 
500,3626.19140625 
510,3626.1875 
520,3626.23046875 
530,3626.125 
540,3626.40625 
550,3626.30078125 
560,3626.52734375 
570,3626.16796875 
580,3623.828125 
590,3623.7890625 
600,3623.94140625 
610,3623.48828125 
620,3623.54296875 
630,3623.57421875 
640,3623.47265625 
650,3623.5546875 
660,3623.6484375 
670,3623.6875 
680,3623.63671875 
690,3623.6640625 
700,3623.58203125 
710,3623.68359375 
720,3623.578125 
730,3623.6328125 
740,3623.5 
750,3623.59375 
760,3623.64453125 
770,3623.6328125 
780,3625.9296875 
790,3626.2109375 
800,3624.078125 
810,3626.04296875 
820,3626.08984375 
830,3624.05859375 
840,3624.19921875 
850,3626.15234375 
860,3625.94921875 
870,3624.05078125 
880,3624.1640625 
890,3623.8046875 
900,3623.66015625 
910,3623.90234375 
920,3623.83984375 
930,3623.65625 
940,3623.77734375 
950,3623.8203125 
960,3623.625 
970,3623.6015625 
980,3623.578125 
990,3623.50390625 
1000,3623.52734375 
1010,3623.62109375 
1020,3623.42578125 
1030,3623.5390625 
1040,3623.859375 
1050,3623.76171875 
1060,3623.93359375 
1070,3624.09375 
1080,3623.15234375 
1090,3624.2109375 
1100,3624.13671875 
1110,3623.94140625 
1120,3623.90234375 
1130,3624.09375 
1140,3624.21484375 
1150,3624.1015625 
1160,3624.2265625 
1170,3624.125 
1180,3624.0 
1190,3623.93359375 
1200,3622.91015625 
1210,3624.01171875 
1220,3624.1171875 
1230,3623.92578125 
1240,3623.9375 
1250,3623.96875 
1260,3624.04296875 
1270,3624.1328125 
1280,3624.125 
1290,3624.03515625 
1300,3624.05859375 
1310,3623.8515625 
1330,3623.9375 
1340,3623.76953125 
1350,3623.73046875 
1360,3623.79296875 
1370,3623.2734375 
1380,3623.265625 
1390,3623.5 
1400,3623.3046875 
1410,3623.22265625 
1420,3622.93359375 
1430,3622.8203125 
1440,3623.0703125 
1450,3622.953125 
1460,3622.890625 
1470,3622.66015625 
1480,3622.66796875 
1490,3622.78515625 
1500,3622.33203125 
1510,3622.48046875 
1520,3622.48046875 
1530,3622.66015625 
1540,3622.41796875 
1550,3622.53125 
1560,3622.4609375 
1570,3622.46875 
1580,3622.328125 
1590,3622.359375 
1600,3622.3671875 
1610,3622.296875 
1620,3622.5703125 
1630,3622.66015625 
1640,3622.51171875 
1650,3622.66796875 
1660,3622.71875 
1670,3622.41796875 
1680,3622.51171875 
1690,3622.49609375 
1700,3622.7421875 
1710,3622.46484375 
1720,3622.5078125 
1730,3622.41796875 
1740,3622.578125 
1750,3622.6640625 
1760,3622.484375 
1770,3622.42578125 
1780,3622.43359375 
1790,3622.203125 
1800,3622.125 
1810,3622.2265625 
1820,3622.1484375 
1830,3622.3359375 
1840,3622.16015625 
1850,3622.5859375 
1860,3622.45703125 
1870,3622.83203125 
1880,3623.00390625 
1890,3623.24609375 
1900,3623.26953125 
1910,3623.390625 
1920,3623.2109375 
1930,3623.08984375 
1940,3623.08984375 
1950,3621.890625 
1960,3623.265625 
1970,3623.2265625 
1980,3622.3203125 
1990,3622.51171875 
2000,3623.10546875 
2010,3623.1171875 
2020,3623.32421875 
2030,3621.96484375 
2040,3621.95703125 
2050,3621.6875 
2060,3621.73828125 
2070,3620.87890625 
2080,3620.8359375 
2090,3621.18359375 
2100,3621.16015625 
2110,3619.7109375 
2120,3620.86328125 
2130,3621.35546875 
2140,3621.875 
2150,3621.86328125 
2160,3620.73828125 
2170,3621.0078125 
2180,3621.40625 
2190,3621.61328125 
2200,3622.7578125 
2210,3622.5703125 
2220,3623.0859375 
2230,3622.87109375 
2240,3622.765625 
2250,3623.06640625 
2260,3623.05859375 
2270,3623.19140625 
2280,3622.8359375 
2290,3623.078125 
2300,3623.0546875 
2310,3623.0703125 
2320,3623.1328125 
2330,3623.0390625 
2340,3622.78125 
2350,3623.140625 
2360,3621.65625 
2370,3622.6171875 
2380,3622.328125 
2390,3622.16015625 
2400,3619.640625 
2410,3620.16796875 
2420,3619.55078125 
2430,3618.109375 
2440,3617.73046875 
2450,3617.9375 
2460,3618.09765625 
2470,3618.09375 
2480,3617.9296875 
2490,3619.421875 
2500,3618.81640625 
2510,3619.61328125 
2520,3619.671875 
2530,3619.875 
2540,3620.0234375 
2550,3619.90234375 
2560,3619.9296875 
2570,3621.4609375 
2580,3621.94921875 
2590,3620.26953125 
2600,3621.50390625 
2610,3621.00390625 
2620,3622.390625 
2630,3622.359375 
2640,3622.33984375 
2650,3621.375 
2660,3623.82421875 
2670,3622.4296875 
2680,3621.83203125 
2690,3621.76953125 
2700,3623.625 
2710,3621.61328125 
2720,3619.57421875 
2730,3620.46875 
2740,3622.11328125 
2750,3619.74609375 
2760,3620.66796875 
2770,3620.75390625 
2780,3620.29296875 
2790,3618.66015625 
2800,3618.0390625 
2810,3618.48046875 
2820,3620.0546875 
2830,3620.69921875 
2840,3617.015625 
2850,3617.93359375 
2860,3618.2265625 
2870,3619.4921875 
2880,3614.5234375 
2890,3617.13671875 
2900,3616.8125 
2910,3617.953125 
2920,3616.1875 
2930,3619.89453125 
2940,3620.07421875 
2950,3620.0234375 
2960,3620.453125 
2980,3619.83203125 
2990,3621.67578125 
3000,3619.0234375 
3010,3619.1640625 
3020,3621.578125 
3030,3621.5703125 
3040,3621.8671875 
3050,3621.3359375 
3060,3619.921875 
3070,3620.97265625 
3080,3623.54296875 
3090,3620.96484375 
3100,3619.88671875 
3110,3621.37890625 
3120,3621.703125 
3130,3621.734375 
3140,3620.765625 
3150,3621.80078125 
3160,3621.5 
3170,3621.5 
3180,3621.7734375 
3190,3621.640625 
3200,3621.85546875 
3210,3621.74609375 
3220,3621.71484375 
3230,3621.80859375 
3240,3621.5546875 
3250,3621.94140625 
3260,3622.09375 
3270,3621.8515625 
3280,3624.05859375 
3290,3622.05859375 
3300,3621.67578125 
3310,3624.0859375 
3320,3622.16796875 
3330,3624.13671875 
3340,3621.8828125 
3350,3621.87890625 
3360,3623.90625 
3370,3622.89453125 
3380,3618.87890625 
3390,3620.40234375 
3400,3622.63671875 
3410,3620.078125 
3420,3622.08984375 
3430,3620.66796875 
3440,3620.7890625 
3450,3620.515625 
3460,3620.95703125 
3470,3621.94140625 
3480,3620.73828125 
3490,3620.79296875 
3500,3620.1875 
3510,3621.1875 
3520,3620.5625 
3530,3618.75 
3540,3618.6171875 
3550,3619.03125 
3560,3619.28125 
3570,3618.12109375 
3580,3618.9765625 
3590,3620.8125 
3600,3620.91796875 
3610,3620.55078125 
3620,3620.515625 
3630,3620.578125 
3640,3620.625 
3650,3620.453125 
3660,3619.94140625 
3670,3619.2421875 
3680,3618.359375 
3690,3618.85546875 
3700,3617.14453125 
3710,3618.5078125 
3720,3618.3828125 
3730,3618.72265625 
3740,3621.48046875 
3750,3621.48046875 
3760,3621.38671875 
3770,3620.671875 
3780,3619.875 
3790,3621.32421875 
3800,3620.2109375 
3810,3620.53515625 
3820,3620.4609375 
3830,3620.03515625 
3840,3620.83984375 
3850,3618.765625 
3860,3620.80078125 
3870,3620.9921875 
3880,3620.47265625 
3890,3621.16796875 
3900,3620.94921875 
3910,3620.53515625 
3920,3618.83984375 
3930,3620.78515625 
3940,3620.80078125 
3950,3621.0390625 
3960,3618.9765625 
3970,3619.00390625 
3980,3620.765625 
3990,3620.21875 
4000,3620.8671875 
4010,3620.96484375 
4020,3620.49609375 
4030,3618.41796875 
4040,3620.515625 
4050,3619.640625 
4060,3619.43359375 
4070,3619.109375 
4080,3618.4375 
4090,3620.16796875 
4100,3619.7890625 
4110,3620.13671875 
4120,3619.2890625 
4130,3618.82421875 
4140,3617.22265625 
4150,3619.08984375 
4160,3619.8046875 
4170,3620.01171875 
4180,3618.8203125 
4190,3620.61328125 
4200,3620.12890625 
4210,3620.73046875 
4220,3620.484375 
4230,3620.671875 
4240,3620.46875 
4250,3618.65234375 
4260,3620.328125 
4270,3620.5625 
4280,3620.90234375 
4290,3620.97265625 
4300,3621.2265625 
4310,3621.2109375 
4320,3620.046875 
4330,3619.87109375 
4340,3619.71484375 
4350,3619.8203125 
4360,3618.73046875 
4370,3620.10546875 
4380,3616.1953125 
4390,3619.60546875 
4400,3619.73046875 
4410,3619.9765625 
4420,3619.0625 
4430,3619.35546875 
4440,3618.97265625 
4450,3619.109375 
4460,3619.16015625 
4470,3620.33203125 
4480,3619.73828125 
4490,3619.578125 
4500,3619.67578125 
4510,3619.015625 
4520,3619.16015625 
4530,3619.97265625 
4540,3620.13671875 
4550,3620.0859375 
4560,3620.296875 
4570,3620.48046875 
4580,3620.734375 
4590,3620.890625 
4600,3620.94921875 
4610,3619.88671875 
4620,3621.09375 
4630,3621.1640625 
4640,3620.3125 
4660,3619.96484375 
4670,3619.1796875 
4680,3618.99609375 
4690,3617.53515625 
4700,3617.26953125 
4710,3617.34375 
4720,3618.890625 
4730,3619.36328125 
4740,3619.3671875 
4750,3618.7890625 
4760,3619.21484375 
4770,3619.21484375 
4780,3618.8828125 
